"miss_bin_lc","miss_bin_lc_ci","hit_bin_lc","hit_bin_lc_ci"
19.2522610434791,1.84313410195729,15.7931986643145,1.32057024907302
18.7038224848111,1.90278569877446,15.7776134859489,1.2657090734126
18.2697658723669,1.8324112737666,15.8965894058172,1.28542709979335
18.1506105309338,1.72752023851969,16.2914363448898,1.40659469735274
18.2071918738597,1.66082175359335,16.0672129148687,1.47073200168152
18.8439019801366,1.98004310877397,16.487963530411,1.3543033640991
18.929334227909,1.73029112409565,16.5334569610819,1.3157504897419
18.3643396857874,1.76660312247838,16.8567530755648,1.31693045661326
19.0107859969125,1.82620528300485,16.5759553365263,1.45817067877819
18.7165792416638,2.29100499617148,16.0778186905816,1.44795671105791
19.8635543223221,1.76302941549724,16.9233801641394,1.40662260953977
19.2470485371348,2.05728072856901,16.1188991911204,1.51124917295556
19.2232236046478,2.07515809593196,16.0141341018422,1.45375924631974
18.6451689958579,2.47231989899226,15.981386731185,1.35274545044571
19.7675469391923,2.03178874447776,16.0056202189688,1.48460804821206
19.5283803478836,1.77768352334885,16.3189475512763,1.3488798431777
19.5868681468634,1.98285045015013,16.7853538654502,1.528503236037
18.5262405618243,1.72783968115871,16.1510972352593,1.48078478399257
19.4227966313669,1.87870438093794,16.789976761063,1.47410962832812
18.3953707446992,1.70155642507591,16.8706954062928,1.54439850656734
18.3905639526581,1.78724074881484,17.3389821015531,1.60433041921914
18.5821458388928,1.78611324614097,16.8942439695856,1.57809180460421
18.6811763498715,1.80580985572567,17.2540884445452,1.59915229276254
18.2898748418332,1.9484238267126,16.667323501619,1.50698338404225
19.0914327701861,1.86259206177174,17.0170347508756,1.58107626505803
18.7515004953829,1.9179747841239,16.4113414400105,1.50438013308343
18.7346942252736,1.99248892504614,17.2905296452469,1.48835258648624
19.200272023918,1.94112637443817,18.0064077342347,1.74512589602993
18.3995651906646,2.02169738708469,17.2436490289687,1.60485256659192
18.9274270260788,1.9334261478637,17.5341133748148,1.61886426823183
19.6050254400417,1.88188092470143,17.3067907267465,1.54098840587434
18.9945589599187,2.55407847672214,17.670149388037,1.57088072961375
16.8016507437105,2.37963817319874,15.7789600462826,1.32339559011991
14.5058154612352,2.04174213353239,13.7564812861883,1.31135808727956
12.5331048919971,1.77523330131096,12.8893622300369,1.222822179658
12.082986259716,1.1242176992156,11.9062703757817,1.23126267917257
10.8535133979127,2.58029679220021,11.7877936456226,1.16876834518354
10.060422425866,1.5250379227971,10.1698477307155,0.983925892137885
9.28053077346219,0.783760144633051,8.64919831414507,0.820906222502918
6.42762968870796,1.39516532425733,7.24260430771488,0.881448153869118
5.58512429973141,1.40740724546347,6.15982007661403,0.710871110623176
5.69591637350905,0.710118148301583,5.84658298909348,0.773505220413436
3.77932757147249,1.28100216264683,5.44071397179425,0.738074120265251
4.25264612746826,0.646173298778835,4.29692601839155,0.645546115018517
4.06245508793571,0.627413234984891,3.93753380036329,0.561217288565622
2.59061148914919,1.25891534361008,3.68142396983988,0.57666114978848
2.83962575478601,0.903559205992347,2.78726586456291,0.518346139848966
