"","condition","update_mean","update_se"
"1","big ding",4.10241514465313,0.280203080293974
"2","big knock",4.67208980373191,0.315173462630879
"3","small ding",4.3118963188431,0.294074147536492
"4","small knock",4.97271511010676,0.315141244185874
