"miss_knock_bin_lc","miss_knock_bin_lc_ci","miss_ding_bin_lc","miss_ding_bin_lc_ci","hit_knock_bin_lc","hit_knock_bin_lc_ci","hit_ding_bin_lc","hit_ding_bin_lc_ci"
0.167090683426774,0.532175449891154,0.340633551665504,0.868441655363215,0.589620405714855,0.906115169012109,-1.02162065564842,0.55516320867858
-0.0593776718261795,0.613421566988249,0.446989516253643,0.537495774973142,-0.0548945139105429,0.762830480403568,0.582790058877157,0.516444227531803
-0.113466914858519,0.505530734121216,-0.443846092990224,0.539609418445855,-0.346403838298303,0.584634439535041,0.0545152381136206,0.61949449268515
-0.204165869796101,0.376403483805878,0.0896874142090515,0.523672380270974,-0.267645637290301,0.713919543132523,0.00548677674615664,0.608873147412163
0.217688428118026,0.400559014402783,-0.40630243203446,0.525422772867633,0.343370182724536,0.594422962218297,-0.435866470230417,0.565062864303896
0.177802770471937,0.360753970416781,0.0564010060454453,0.486600976531264,-0.535733173583406,0.484871468383813,0.680434282632925,0.449068919707842
0.269941057471118,0.361275041419648,0.216084951013286,0.303561384789381,0.00570345975960064,0.414364520864896,-0.0814233330920369,0.228770886045489
0.0411084393647834,0.21306639262706,0.107444874776966,0.180530126701827,-0.136953783620188,0.172225477940781,-0.0700255440049051,0.229177758564936
0.211666284663283,0.240168390438198,-0.0862917500239057,0.263143673671021,-0.243371626079208,0.193418834194292,-0.380834342990168,0.26359708989569
0.298168775843921,0.300056532316817,0.11178681349719,0.212447241634121,0.139493041266372,0.18664073790544,-0.290362561314584,0.148410003263078
-0.163527593866088,0.204194792966919,-0.0523947977027989,0.283787014899475,0.0900126145088461,0.262361426641956,0.28820327279144,0.23209963937233
0.0872210295611303,0.210607770599565,-0.0291978151971808,0.249492237296717,0.334281486905323,0.230118088188672,-0.17008096797743,0.228911993371394
-0.304127796419465,0.243083124742529,-0.130731902899369,0.320318899200607,0.047801678191022,0.198522896638843,-0.120261283036913,0.300830109701783
-0.293018632287808,0.246805154545065,0.0516584511307622,0.221541570553239,0.0737214124066711,0.231167272150695,0.454161113195648,0.235254607685051
-0.32435100470112,0.264398770198508,-0.244759830640396,0.260212609644729,0.225044890244967,0.245010486759834,0.0673919030547212,0.199288625225135
