"","condition","early_mean","early_se"
"1","Hit
Dollar",0.680196051119865,0.140220339130407
"2","Hit
Penny",0.546387215678359,0.0887218582825832
"3","Straddle
Dollar",1.00634323801387,0.167202159807355
"4","Straddle
Penny",0.706495979586477,0.147246366162746
