"str_p2d_bin_lc","str_p2d_bin_lc_ci","str_d2p_bin_lc","str_d2p_bin_lc_ci","hit_p2d_bin_lc","hit_p2d_bin_lc_ci","hit_d2p_bin_lc","hit_d2p_bin_lc_ci"
-0.110861025990633,0.842690493755454,0.0937438441118821,0.839996744795384,-0.709430223968155,0.851831887528314,-0.21729565597031,1.13316640777437
-0.157314431159482,0.732698335039316,0.975023227227644,0.994223420598125,-0.686040565920596,0.887443728612383,-0.648333661012946,1.00342746634483
0.343741749202114,0.695795068686006,-0.39535120985961,0.91668638774815,-1.084172981688,0.711641432316833,0.563148815814496,1.14152075002468
-0.375247897798092,0.819715623134473,-0.586861038297267,0.522323389577013,0.313267080759444,0.443690140289729,0.081519854202312,0.802834585010194
0.650781584368518,0.91529693751731,-0.183381512124961,0.690107604529824,-0.143708876123892,0.743910200650615,0.207251579301291,1.04235538728684
0.19224207618561,0.710027635461779,-1.87509209967546,0.92835307585036,-0.21948878685145,0.907728718972883,0.37460469549645,0.981960611460557
-0.19831352495057,0.602401319062543,-1.12640179953502,0.777140204652798,-0.0886286205472234,0.593586232029118,-0.0324492619388897,0.936627843867839
-0.501680475151268,0.668496938402005,-0.260317197899125,0.610132725684949,0.659617273403145,0.957560520436343,0.609159096383142,0.689850745233402
-0.178534108421999,0.698160069282691,-0.508268947012619,0.735716180828714,0.941310301535194,0.900121605274075,-0.940617534070722,0.948893874694133
0.0256929668645757,0.811873368580683,0.366892383076533,0.644890477425224,0.281241927090852,0.785677049941503,-0.432495687908003,0.665633887237499
0.0197406537368406,0.813819221064122,-0.922284436306605,0.549488215890636,-0.29424024596932,0.67421376878806,0.237399593318095,0.726118424271908
-0.331326517961904,0.482050279234203,0.317352104038351,0.518325609357419,0.405744621534009,0.46013826369747,-0.890308757643777,0.592487830509004
0.613050866451356,0.381491453978948,0.687384423535583,0.439431801152033,0.0516684263227443,0.337734301941649,-1.04646538836047,0.393639944076594
0.586545061274999,0.371392496760031,-0.143892674592363,0.481024087943456,0.36385015148317,0.367106621274069,0.1533185478763,0.414047446609835
0.171418004697307,0.405138330946237,-0.107910074461719,0.473225588241715,-0.179719637011183,0.436315317223087,-0.718894250328967,0.30246917881536
0.0962196839107548,0.378273833183105,0.209622972321219,0.4073492713685,-0.452550896650949,0.42093224672572,0.279051672877247,0.369589044232131
-0.786493117090144,0.362193419655638,-0.0782721411493461,0.270074466149296,-0.357823279035386,0.402061014761031,0.673212756437203,0.366323025254762
-0.086337227902738,0.373916551388659,-0.214350857590621,0.451915407316032,1.10112863217867,0.477053721909845,0.140169888628673,0.328982263471334
-0.230847050649618,0.336007543351905,0.536326548004624,0.41689643695186,-0.0702730336642866,0.488936576350569,0.87180379008063,0.440858086233111
-0.036701944329946,0.393996723623563,-0.451330661076753,0.257200787801245,-0.567784739187472,0.532390752993056,0.306025746897439,0.471931312464939
0.195224129657347,0.729962494649302,0.771153103913628,0.718427343130733,0.363481331168037,0.555140210178128,1.1987842167792,0.599997383408604
0.748224534251968,0.60873509624319,3.7810484641417,0.903819384439266,1.51819823351052,0.600923957447258,1.68088102994912,0.688709976311746
